col1,col2
b,59375801
b,59409442
b,59585250
b,59637616
b,59680161
b,59761209
b,59796395
b,5982549
b,59890692
b,59910986
b,59970903
b,6013791
b,60167402
b,60167983
b,6022940
b,60311178
b,60364113
b,604479
b,60456460
b,60476622
b,60510544
b,60512216
b,6051751
b,6053490
b,60545421
b,60630608
b,60649101
b,60677356
b,60701426
b,60701783
b,6086353
b,60890362
b,60950759
b,6096214
b,61041175
b,61087657
b,6109818
b,61101174
b,61128317
b,61280608
b,61315538
b,61327824
b,61458996
b,61467849
b,61544524
b,61597239
b,6171431
b,61754719
b,61850585
b,6186511
b,6188915
b,6197641
b,6205873
b,62108538
b,62118166
b,62139770
b,62141522
b,6224593
b,62273699
b,6234548
b,62468646
b,6247931
b,62485871
b,6248737
b,62605082
b,62640730
b,628041
b,62858460
b,62862375
b,62863794
b,62877847
b,6292174
b,62944150
b,62954125
b,62984328
b,63001599
b,6300297
b,63023427
b,63112915
b,63161925
b,63176271
b,63231423
b,63258572
b,63264886
b,63293580
b,6334984
b,63371321
b,6338191
b,6339613
b,63488212
b,63505746
b,63658062
b,63677621
b,63708891
b,63710627
b,63765344
b,63771352
b,63779781
b,63812172
b,63832639
b,63874406
b,6392161
b,63945242
b,63973638
b,63978878
b,6402946
b,64091415
b,64111235
b,64175115
b,64229345
b,64286910
b,64311803
b,64326127
b,64374784
b,64385988
b,64404342
b,6447884
b,64482263
b,64570623
b,64577894
b,64639042
b,64668594
b,64724630
b,64762293
b,647668
b,6483193
b,64837735
b,64871504
b,64911365
b,64916329
b,6500966
b,65025959
b,6503975
b,65049139
b,6511348
b,65173606
b,65201667
b,65203680
b,6522810
b,65243662
b,652660
b,65390196
b,6542381
b,65485602
b,65508012
b,65575907
b,65662851
b,65673115
b,65686160
b,65721583
b,657815
b,65850658
b,65853976
b,65945257
b,6608895
b,66135250
b,66161696
b,6616331
b,6618295
b,66232048
b,66243526
b,66262757
b,66263570
b,66281699
b,66344379
b,66468272
b,6648248
b,66494417
b,66527955
b,66567835
b,666039
b,66687198
b,66712472
b,6678058
b,6678558
b,66791008
b,668462
b,66868891
b,66875455
b,67019300
b,6704243
b,67068021
b,6711178
b,67131571
b,67253271
b,6726269
b,6729613
b,67303927
b,67350128
b,67377898
b,67377902
b,67420624
b,6745408
b,67458824
b,67495605
b,67496054
b,6750128
b,675180
b,67555493
b,6758391
b,67634910
b,67765896
b,67945006
b,6798184
b,68073615
b,68093399
b,68176105
b,68210387
b,68313835
b,6838550
b,68432948
b,68531538
b,68573346
b,68602896
b,68719498
b,68748785
b,68783077
b,68852562
b,68868153
b,68916322
b,6894114
b,68964231
b,68978031
b,6899274
b,69194063
b,69211595
b,69319987
b,69394329
b,6940575
b,69416495
b,6944261
b,695243
b,69534847
b,6956992
b,69651563
b,69679628
b,69709104
b,69738794
b,69826690
b,699528
b,69971536
b,69973775
b,69985465
b,70013361
b,70066721
b,7009490
b,70110234
b,7011219
b,70201252
b,7031032
b,70330503
b,70335013
b,7040748
b,7049552
b,70560949
b,70626072
b,70641007
b,70678650
b,70733091
b,70775130
b,70778389
b,7078486
b,70793140
b,70849968
b,70902198
b,70967180
b,70969839
b,71019722
b,71036749
b,71055071
b,710600
b,7106680
b,71094111
b,71136588
b,7117270
b,71339674
b,71397810
b,71406073
b,714061
b,71482420
b,71544936
b,7154864
b,71557838
b,71560571
b,71727634
b,7175064
b,717843
b,71822738
b,7182727
b,719561
b,7209332
b,7210181
b,72112465
b,72128839
b,72209918
b,72213525
b,72233052
b,72289096
b,72305920
b,72395289
b,72395479
b,72420766
b,72433345
b,72446612
b,72470722
b,72479290
b,72514087
b,72583238
b,72747961
b,72804084
b,72859340
b,73001829
b,730092
b,73032974
b,730600
b,7306159
b,73064195
b,73133158
b,7313491
b,73200470
b,7321952
b,73298829
b,7333182
b,7341311
b,73424743
b,7345721
b,73489521
b,7351132
b,73539596
b,73563086
b,73618572
b,7362477
b,73633425
b,73639360
b,73705784
b,73724238
b,737258
b,7378654
b,73877517
b,7410738
b,7420422
b,74264139
b,7427678
b,74301195
b,743089
b,74323470
b,74333119
b,74434021
b,74454323
b,74462273
b,74538243
b,7458080
b,74636116
b,74708848
b,7481262
b,74827218
b,7504255
b,75064542
b,7513486
b,75169952
b,75213463
b,75230427
b,753154
b,75406906
b,75407332
b,75465703
b,7560553
b,75614291
b,7564154
b,75826132
b,7583392
b,7585250
b,75860583
b,75906030
b,75918853
b,7594699
b,76187790
b,76215397
b,76218235
b,7622979
b,76231651
b,762537
b,7643126
b,76531305
b,76635833
b,76651456
b,76679445
b,76680912
b,766943
b,768728
b,76923544
b,7695986
b,7696330
b,77072544
b,7715068
b,77201789
b,7734205
b,77348209
b,77389600
b,77422592
b,77498351
b,7754561
b,77568289
b,77573722
b,77787342
b,77885010
b,77890634
b,77916882
b,77934791
b,77950193
b,7800029
b,78003750
b,7824866
b,78256924
b,78348132
b,78364513
b,7837242
b,78384960
b,7842223
b,78428993
b,7843255
b,78558894
b,78625053
b,78782592
b,7881234
b,7889162
b,79025809
b,79121051
b,79139089
b,79170361
b,79188085
b,79236432
b,79373204
b,79377283
b,79442345
b,79448522
b,79583768
b,79634768
b,79636560
b,79661030
b,79688848
b,79721691
b,7976299
b,7983962
b,7984254
b,79847314
b,79870575
b,7989203
b,79915292
b,79955249
b,80024100
b,8002818
b,80112361
b,80143672
b,801463
b,8014697
b,8014983
b,80182412
b,8025499
b,80256232
b,80339260
b,80607099
b,80615403
b,80639025
b,80679172
b,8070291
b,80725932
b,80840114
b,80893789
b,8090447
b,81047162
b,81153771
b,8122673
b,81253836
b,81294231
b,813330
b,81382117
b,81512935
b,8163542
b,81684927
b,8173690
b,81804082
b,81885186
b,81892780
b,8189760
b,81898855
b,8196240
b,8199416
b,82052283
b,82120675
b,82305933
b,82310298
b,82329713
b,82373166
b,82380474
b,82380577
b,82468720
b,82478922
b,82504316
b,82548065
b,82638491
b,8266089
b,8269396
b,82719841
b,82766000
b,82855123
b,8289997
b,82944612
b,82968983
b,8308627
b,83215710
b,83243707
b,83258814
b,8327229
b,83303102
b,8331430
b,8333678
b,83401281
b,834504
b,83453018
b,83454810
b,83494838
b,83497124
b,83511629
b,83597750
b,83599058
b,83745203
b,83778743
b,83802322
b,8381189
b,83873723
b,83890881
b,83959101
b,83960
b,8396460
b,83966375
b,84140114
b,84276673
b,84335471
b,84450255
b,8448512
b,8453335
b,84540832
b,84649798
b,84744046
b,84770306
b,8478743
b,84842010
b,84857396
b,84880123
b,85003494
b,85071697
b,85072493
b,8510364
b,85123033
b,85156898
b,85156945
b,8516678
b,85393645
b,85472204
b,85502199
b,85558541
b,85567618
b,85663397
b,8566684
b,85681896
b,8579784
b,85882474
b,85898681
b,85961418
b,85969596
b,86014973
b,86063348
b,86081261
b,86116197
b,86125272
b,86148132
b,86273482
b,86289502
b,86330568
b,86353383
b,86376336
b,86411198
b,86440759
b,8646514
b,86520365
b,86533974
b,86538181
b,86566661
b,86588037
b,86641690
b,86651237
b,86667131
b,86815478
b,86868375
b,86877851
b,8691502
b,869506
b,8698022
b,8698634
b,87026952
b,87086319
b,87261750
b,87274375
b,87312807
b,8741003
b,87480962
b,87579884
b,87615921
b,87627985
b,8764188
b,87646666
b,8765057
b,87780259
b,87801067
b,8780906
b,87842891
b,87857230
b,87980073
b,88032142
b,88094000
b,88171789
b,88190441
b,88284758
b,88371852
b,88513838
b,88628504
b,88643455
b,88732576
b,88764987
b,88775418
b,88829503
b,8883377
b,88869212
b,8895268
b,89025060
b,8905070
b,89074990
b,89076817
b,89227145
b,8932872
b,89332713
b,89447094
b,89508059
b,89520642
b,89548319
b,89621983
b,89731861
b,89742986
b,89812568
b,8981830
b,8985493
b,89888616
b,89958761
b,89968043
b,90011302
b,90031307
b,90047065
b,9009417
b,90098294
b,90104594
b,90368858
b,9040152
b,90433161
b,90442750
b,9045342
b,90530433
b,90552518
b,90606908
b,90629674
b,90687012
b,90695127
b,90697606
b,90804131
b,90821752
b,90827842
b,90827882
b,90831984
b,90840114
b,9092744
b,9094781
b,9095866
b,91018
b,910196
b,91105803
b,91146320
b,9137860
b,9150991
b,91541225
b,91808696
b,91819414
b,9184992
b,9192573
b,9194959
b,92055715
b,92072438
b,92103115
b,9211258
b,92146841
b,9214860
b,92179366
b,92191303
b,921968
b,9227303
b,9229120
b,92410351
b,9243114
b,92483043
b,92507189
b,92709887
b,92720318
b,92801946
b,9282573
b,92832425
b,92850727
b,92898174
b,9291855
b,93131983
b,93202121
b,93333925
b,93357734
b,9342918
b,93455749
b,93576848
b,93664496
b,93678578
b,93720561
b,93822122
b,93878912
b,9388147
b,93939018
b,9394814
b,94032191
b,94096192
b,94147703
b,94268552
b,94378745
b,94438939
b,94520919
b,946018
b,94658120
b,94664176
b,94709603
b,94746668
b,94750745
b,9483184
b,94833097
b,94871931
b,94889302
b,9514257
b,95391577
b,95497167
b,9568200
b,95741550
b,9574431
b,958277
b,95830330
b,95890782
b,96026001
b,96158774
b,96180338
b,96346192
b,96346551
b,96349422
b,96428467
b,96441235
b,96474117
b,96481929
b,96562937
b,96597183
b,966387
b,9675451
b,96755835
b,96814458
b,968165
b,968304
b,97041368
b,9705590
b,97114738
b,97118735
b,97201047
b,97202969
b,97209908
b,97218732
b,97249787
b,97282751
b,973173
b,97324543
b,97369661
b,9739255
b,97544236
b,97561856
b,97568405
b,97662845
b,9786863
b,97896333
b,97901885
b,97911415
b,97943279
b,97996320
b,98041
b,98057991
b,98079355
b,98081097
b,98095313
b,98163545
b,98168852
b,98193804
b,9836986
b,98407651
b,9842834
b,984618
b,9853432
b,98555304
b,9871721
b,98740097
b,987415
b,98782176
b,98881201
b,989632
b,98969667
b,98997555
b,99044370
b,99196911
b,99248343
b,99307467
b,9933949
b,99455344
b,99468461
b,99497904
b,99498807
b,99590746
b,99644974
b,99648434
b,99717088
b,99772065
b,99955210
b,99970491
